"order_id";"order_create_date";"order_pickup_date";"order_pickup_store";"pickup_store_name";"pickup_store_address";"pickup_store_phone";"pickup_store_city";"pickup_store_state";"order_return_date";"order_return_store";"return_store_name";"return_store_address";"return_store_phone";"return_store_city";"return_store_state"
120;"20051028";"20051028";12;"North Sydney_store";"1224 Shoenic";"1 (11) 543 535-0117";"North Sydney                  ";"New South Wales";"20051110";13;"Port Macquarie_store";"4785 Scott Street";"717-535-0164";"Port Macquarie                ";"New South Wales"
121;"20051029";"20051029";18;"Sydney_store";"7330 Saddlehill Lane";"1 (11) 543 535-0195";"Sydney                        ";"New South Wales";"20051117";1;"Alexandria_stroe";"3761 N. 14th St";"1 (11) 543 535-0162";"Alexandria                    ";"New South Wales"
122;"20051030";"20051030";2;"Coffs Harbour_store";"2243 W St.";"1 (11) 543 535-0110";"Coffs Harbour                 ";"New South Wales";"20051118";2;"Coffs Harbour_store";"2243 W St.";"1 (11) 543 535-0110";"Coffs Harbour                 ";"New South Wales"
123;"20051031";"20051031";3;"Darlinghurst_store";"5844 Linden Land";"1 (11) 543 535-0184";"Darlinghurst                  ";"New South Wales";"20051112";9;"Milsons Point_store";"624 Peabody Road";"1 (11) 543 535-0164";"Milsons Point                 ";"New South Wales"
124;"20051101";"20051101";15;"Silverwater_store";"9011 Tank Drive";"431-535-0156";"Silverwater                   ";"New South Wales";"20051112";10;"Newcastle_store";"3839 Northgate Road";"1 (11) 543 535-0110";"Newcastle                     ";"New South Wales"
125;"20051102";"20051102";5;"Lane Cove_store";"7553 Harness Circle";"1 (11) 543 535-0131";"Lane Cove                     ";"New South Wales";"20051111";5;"Lane Cove_store";"7553 Harness Circle";"1 (11) 543 535-0131";"Lane Cove                     ";"New South Wales"
126;"20051103";"20051104";20;"Brisbane_store";"7832 Landing Dr";"262-535-0112";"Brisbane                      ";"Queensland";"20051124";20;"Brisbane_store";"7832 Landing Dr";"262-535-0112";"Brisbane                      ";"Queensland"
127;"20051104";"20051104";7;"Malabar_store";"2612 Berry Dr";"1 (11) 543 535-0184";"Malabar                       ";"New South Wales";"20051128";24;"Hawthorne_store";"4499 Valley Crest";"452-535-0188";"Hawthorne                     ";"Queensland"
128;"20051105";"20051106";8;"Matraville_store";"942 Brook Street";"1 (11) 543 535-0126";"Matraville                    ";"New South Wales";"20051113";8;"Matraville_store";"942 Brook Street";"1 (11) 543 535-0126";"Matraville                    ";"New South Wales"
129;"20051106";"20051107";20;"Brisbane_store";"7832 Landing Dr";"262-535-0112";"Brisbane                      ";"Queensland";"20051201";25;"Hervey Bay_store";"8734 Oxford Place";"746-535-0186";"Hervey Bay                    ";"Queensland"
130;"20051107";"20051107";24;"Hawthorne_store";"4499 Valley Crest";"452-535-0188";"Hawthorne                     ";"Queensland";"20051115";10;"Newcastle_store";"3839 Northgate Road";"1 (11) 543 535-0110";"Newcastle                     ";"New South Wales"
131;"20051108";"20051108";25;"Hervey Bay_store";"8734 Oxford Place";"746-535-0186";"Hervey Bay                    ";"Queensland";"20051114";31;"Hobart_store";"636 Vine Hill Way";"1 (11) 543 535-0182";"Hobart                        ";"Tasmania"
132;"20051109";"20051112";9;"Milsons Point_store";"624 Peabody Road";"1 (11) 543 535-0164";"Milsons Point                 ";"New South Wales";"20051115";15;"Silverwater_store";"9011 Tank Drive";"431-535-0156";"Silverwater                   ";"New South Wales"
133;"20051110";"20051110";13;"Port Macquarie_store";"4785 Scott Street";"717-535-0164";"Port Macquarie                ";"New South Wales";"20051114";16;"Springwood_store";"244 Willow Pass Road";"208-535-0142";"Springwood                    ";"New South Wales"
134;"20051111";"20051112";10;"Newcastle_store";"3839 Northgate Road";"1 (11) 543 535-0110";"Newcastle                     ";"New South Wales";"20051112";11;"North Ryde_store";"7800 Corrinne Court";"1 (11) 543 535-0169";"North Ryde                    ";"New South Wales"
135;"20051112";"20051112";11;"North Ryde_store";"7800 Corrinne Court";"1 (11) 543 535-0169";"North Ryde                    ";"New South Wales";"20051210";28;"Cloverdale_store";"213 Valencia Place";"1 (11) 543 535-0184";"Cloverdale                    ";"South Australia"
136;"20051113";"20051114";16;"Springwood_store";"244 Willow Pass Road";"208-535-0142";"Springwood                    ";"New South Wales";"20051116";19;"Wollongong_store";"244 Rivewview";"1 (11) 543 535-0137";"Wollongong                    ";"New South Wales"
137;"20051114";"20051114";31;"Hobart_store";"636 Vine Hill Way";"1 (11) 543 535-0182";"Hobart                        ";"Tasmania";"20051215";31;"Hobart_store";"636 Vine Hill Way";"1 (11) 543 535-0182";"Hobart                        ";"Tasmania"
138;"20051115";"20051115";15;"Silverwater_store";"9011 Tank Drive";"431-535-0156";"Silverwater                   ";"New South Wales";"20051124";15;"Silverwater_store";"9011 Tank Drive";"431-535-0156";"Silverwater                   ";"New South Wales"
139;"20051116";"20051116";19;"Wollongong_store";"244 Rivewview";"1 (11) 543 535-0137";"Wollongong                    ";"New South Wales";"20051206";36;"Melton_store";"1873 Mt. Whitney Dr";"1 (11) 543 535-0177";"Melton                        ";"Victoria"
140;"20051117";"20051118";20;"Brisbane_store";"7832 Landing Dr";"262-535-0112";"Brisbane                      ";"Queensland";"20051122";20;"Brisbane_store";"7832 Landing Dr";"262-535-0112";"Brisbane                      ";"Queensland"
141;"20051118";"20051118";21;"Caloundra_store";"7156 Rose Dr.";"550-535-0163";"Caloundra                     ";"Queensland";"20051210";12;"North Sydney_store";"1224 Shoenic";"1 (11) 543 535-0117";"North Sydney                  ";"New South Wales"
142;"20051119";"20051119";18;"Sydney_store";"7330 Saddlehill Lane";"1 (11) 543 535-0195";"Sydney                        ";"New South Wales";"20051210";18;"Sydney_store";"7330 Saddlehill Lane";"1 (11) 543 535-0195";"Sydney                        ";"New South Wales"
143;"20051120";"20051120";23;"Gold Coast_store";"1769 Nicholas Drive";"589-535-0185";"Gold Coast                    ";"Queensland";"20051202";12;"North Sydney_store";"1224 Shoenic";"1 (11) 543 535-0117";"North Sydney                  ";"New South Wales"
144;"20051121";"20051124";21;"Caloundra_store";"7156 Rose Dr.";"550-535-0163";"Caloundra                     ";"Queensland";"20051206";14;"Rhodes_store";"7902 Hudson Ave.";"817-535-0185";"Rhodes                        ";"New South Wales"
145;"20051122";"20051122";25;"Hervey Bay_store";"8734 Oxford Place";"746-535-0186";"Hervey Bay                    ";"Queensland";"20051211";25;"Hervey Bay_store";"8734 Oxford Place";"746-535-0186";"Hervey Bay                    ";"Queensland"
146;"20051123";"20051124";26;"Rockhampton_store";"2596 Franklin Canyon Road";"1 (11) 543 535-0178";"Rockhampton                   ";"Queensland";"20051128";26;"Rockhampton_store";"2596 Franklin Canyon Road";"1 (11) 543 535-0178";"Rockhampton                   ";"Queensland"
147;"20051124";"20051124";18;"Sydney_store";"7330 Saddlehill Lane";"1 (11) 543 535-0195";"Sydney                        ";"New South Wales";"20051205";10;"Newcastle_store";"3839 Northgate Road";"1 (11) 543 535-0110";"Newcastle                     ";"New South Wales"
148;"20051125";"20051126";28;"Cloverdale_store";"213 Valencia Place";"1 (11) 543 535-0184";"Cloverdale                    ";"South Australia";"20051210";11;"North Ryde_store";"7800 Corrinne Court";"1 (11) 543 535-0169";"North Ryde                    ";"New South Wales"
149;"20051126";"20051127";26;"Rockhampton_store";"2596 Franklin Canyon Road";"1 (11) 543 535-0178";"Rockhampton                   ";"Queensland";"20051215";26;"Rockhampton_store";"2596 Franklin Canyon Road";"1 (11) 543 535-0178";"Rockhampton                   ";"Queensland"
150;"20051127";"20051127";30;"Perth_store";"6385 Mark Twain";"1 (11) 543 535-0146";"Perth                         ";"South Australia";"20051215";30;"Perth_store";"6385 Mark Twain";"1 (11) 543 535-0146";"Perth                         ";"South Australia"
151;"20051128";"20051128";24;"Hawthorne_store";"4499 Valley Crest";"452-535-0188";"Hawthorne                     ";"Queensland";"20051213";24;"Hawthorne_store";"4499 Valley Crest";"452-535-0188";"Hawthorne                     ";"Queensland"
152;"20051129";"20051129";28;"Cloverdale_store";"213 Valencia Place";"1 (11) 543 535-0184";"Cloverdale                    ";"South Australia";"20051210";28;"Cloverdale_store";"213 Valencia Place";"1 (11) 543 535-0184";"Cloverdale                    ";"South Australia"
153;"20051130";"20051130";12;"North Sydney_store";"1224 Shoenic";"1 (11) 543 535-0117";"North Sydney                  ";"New South Wales";"20051219";12;"North Sydney_store";"1224 Shoenic";"1 (11) 543 535-0117";"North Sydney                  ";"New South Wales"
154;"20051201";"20051201";25;"Hervey Bay_store";"8734 Oxford Place";"746-535-0186";"Hervey Bay                    ";"Queensland";"20051206";25;"Hervey Bay_store";"8734 Oxford Place";"746-535-0186";"Hervey Bay                    ";"Queensland"
155;"20051202";"20051202";12;"North Sydney_store";"1224 Shoenic";"1 (11) 543 535-0117";"North Sydney                  ";"New South Wales";"20051207";16;"Springwood_store";"244 Willow Pass Road";"208-535-0142";"Springwood                    ";"New South Wales"
156;"20051203";"20051206";36;"Melton_store";"1873 Mt. Whitney Dr";"1 (11) 543 535-0177";"Melton                        ";"Victoria";"20051208";36;"Melton_store";"1873 Mt. Whitney Dr";"1 (11) 543 535-0177";"Melton                        ";"Victoria"
157;"20051204";"20051205";10;"Newcastle_store";"3839 Northgate Road";"1 (11) 543 535-0110";"Newcastle                     ";"New South Wales";"20051209";12;"North Sydney_store";"1224 Shoenic";"1 (11) 543 535-0117";"North Sydney                  ";"New South Wales"
158;"20051205";"20051206";14;"Rhodes_store";"7902 Hudson Ave.";"817-535-0185";"Rhodes                        ";"New South Wales";"20051208";17;"St. Leonards_store";"9666 Northridge Ct.";"135-535-0171";"St. Leonards                  ";"New South Wales"
159;"20051206";"20051207";16;"Springwood_store";"244 Willow Pass Road";"208-535-0142";"Springwood                    ";"New South Wales";"20051207";17;"St. Leonards_store";"9666 Northridge Ct.";"135-535-0171";"St. Leonards                  ";"New South Wales"
160;"20051207";"20051207";17;"St. Leonards_store";"9666 Northridge Ct.";"135-535-0171";"St. Leonards                  ";"New South Wales";"20051211";20;"Brisbane_store";"7832 Landing Dr";"262-535-0112";"Brisbane                      ";"Queensland"
161;"20051208";"20051208";17;"St. Leonards_store";"9666 Northridge Ct.";"135-535-0171";"St. Leonards                  ";"New South Wales";"20051212";20;"Brisbane_store";"7832 Landing Dr";"262-535-0112";"Brisbane                      ";"Queensland"
162;"20051209";"20051210";2;"Coffs Harbour_store";"2243 W St.";"1 (11) 543 535-0110";"Coffs Harbour                 ";"New South Wales";"20060103";26;"Rockhampton_store";"2596 Franklin Canyon Road";"1 (11) 543 535-0178";"Rockhampton                   ";"Queensland"
163;"20051210";"20051211";20;"Brisbane_store";"7832 Landing Dr";"262-535-0112";"Brisbane                      ";"Queensland";"20051215";25;"Hervey Bay_store";"8734 Oxford Place";"746-535-0186";"Hervey Bay                    ";"Queensland"
164;"20051211";"20051212";20;"Brisbane_store";"7832 Landing Dr";"262-535-0112";"Brisbane                      ";"Queensland";"20051218";27;"Townsville_store";"8211 Leeds Ct.";"1 (11) 543 535-0131";"Townsville                    ";"Queensland"
165;"20051212";"20051212";5;"Lane Cove_store";"7553 Harness Circle";"1 (11) 543 535-0131";"Lane Cove                     ";"New South Wales";"20051222";15;"Silverwater_store";"9011 Tank Drive";"431-535-0156";"Silverwater                   ";"New South Wales"
166;"20051213";"20051213";6;"Lavender Bay_store";"7305 Humphrey Drive";"1 (11) 543 535-0151";"Lavender Bay                  ";"New South Wales";"20051219";9;"Milsons Point_store";"624 Peabody Road";"1 (11) 543 535-0164";"Milsons Point                 ";"New South Wales"
167;"20051214";"20051214";7;"Malabar_store";"2612 Berry Dr";"1 (11) 543 535-0184";"Malabar                       ";"New South Wales";"20051224";14;"Rhodes_store";"7902 Hudson Ave.";"817-535-0185";"Rhodes                        ";"New South Wales"
168;"20051215";"20051215";25;"Hervey Bay_store";"8734 Oxford Place";"746-535-0186";"Hervey Bay                    ";"Queensland";"20051224";25;"Hervey Bay_store";"8734 Oxford Place";"746-535-0186";"Hervey Bay                    ";"Queensland"
169;"20051216";"20051216";9;"Milsons Point_store";"624 Peabody Road";"1 (11) 543 535-0164";"Milsons Point                 ";"New South Wales";"20051224";9;"Milsons Point_store";"624 Peabody Road";"1 (11) 543 535-0164";"Milsons Point                 ";"New South Wales"
170;"20051217";"20051220";9;"Milsons Point_store";"624 Peabody Road";"1 (11) 543 535-0164";"Milsons Point                 ";"New South Wales";"20051219";11;"North Ryde_store";"7800 Corrinne Court";"1 (11) 543 535-0169";"North Ryde                    ";"New South Wales"
171;"20051218";"20051218";27;"Townsville_store";"8211 Leeds Ct.";"1 (11) 543 535-0131";"Townsville                    ";"Queensland";"20051220";29;"Findon_store";"9111 Rose Ann Ave";"1 (11) 543 535-0116";"Findon                        ";"South Australia"
172;"20051219";"20051219";11;"North Ryde_store";"7800 Corrinne Court";"1 (11) 543 535-0169";"North Ryde                    ";"New South Wales";"20060111";22;"East Brisbane_store";"8148 W. Lake Dr.";"622-535-0158";"East Brisbane                 ";"Queensland"
173;"20051220";"20051220";29;"Findon_store";"9111 Rose Ann Ave";"1 (11) 543 535-0116";"Findon                        ";"South Australia";"20060111";29;"Findon_store";"9111 Rose Ann Ave";"1 (11) 543 535-0116";"Findon                        ";"South Australia"
174;"20051221";"20051222";14;"Rhodes_store";"7902 Hudson Ave.";"817-535-0185";"Rhodes                        ";"New South Wales";"20060101";25;"Hervey Bay_store";"8734 Oxford Place";"746-535-0186";"Hervey Bay                    ";"Queensland"
175;"20051222";"20051222";15;"Silverwater_store";"9011 Tank Drive";"431-535-0156";"Silverwater                   ";"New South Wales";"20060110";15;"Silverwater_store";"9011 Tank Drive";"431-535-0156";"Silverwater                   ";"New South Wales"
176;"20051223";"20051224";14;"Rhodes_store";"7902 Hudson Ave.";"817-535-0185";"Rhodes                        ";"New South Wales";"20051224";15;"Silverwater_store";"9011 Tank Drive";"431-535-0156";"Silverwater                   ";"New South Wales"
177;"20051224";"20051224";15;"Silverwater_store";"9011 Tank Drive";"431-535-0156";"Silverwater                   ";"New South Wales";"20051226";16;"Springwood_store";"244 Willow Pass Road";"208-535-0142";"Springwood                    ";"New South Wales"
178;"20051225";"20051226";16;"Springwood_store";"244 Willow Pass Road";"208-535-0142";"Springwood                    ";"New South Wales";"20051226";17;"St. Leonards_store";"9666 Northridge Ct.";"135-535-0171";"St. Leonards                  ";"New South Wales"
179;"20051226";"20051226";17;"St. Leonards_store";"9666 Northridge Ct.";"135-535-0171";"St. Leonards                  ";"New South Wales";"20051228";20;"Brisbane_store";"7832 Landing Dr";"262-535-0112";"Brisbane                      ";"Queensland"
180;"20051227";"20051228";20;"Brisbane_store";"7832 Landing Dr";"262-535-0112";"Brisbane                      ";"Queensland";"20060110";20;"Brisbane_store";"7832 Landing Dr";"262-535-0112";"Brisbane                      ";"Queensland"
181;"20051228";"20051228";21;"Caloundra_store";"7156 Rose Dr.";"550-535-0163";"Caloundra                     ";"Queensland";"20060103";21;"Caloundra_store";"7156 Rose Dr.";"550-535-0163";"Caloundra                     ";"Queensland"
182;"20051229";"20051229";20;"Brisbane_store";"7832 Landing Dr";"262-535-0112";"Brisbane                      ";"Queensland";"20060115";38;"South Melbourne_store";"8915 Woodside Way";"229-535-0112";"South Melbourne               ";"Victoria"
183;"20051230";"20051230";22;"East Brisbane_store";"8148 W. Lake Dr.";"622-535-0158";"East Brisbane                 ";"Queensland";"20060106";30;"Perth_store";"6385 Mark Twain";"1 (11) 543 535-0146";"Perth                         ";"South Australia"
184;"20051231";"20051231";19;"Wollongong_store";"244 Rivewview";"1 (11) 543 535-0137";"Wollongong                    ";"New South Wales";"20060116";15;"Silverwater_store";"9011 Tank Drive";"431-535-0156";"Silverwater                   ";"New South Wales"
185;"20060101";"20060101";25;"Hervey Bay_store";"8734 Oxford Place";"746-535-0186";"Hervey Bay                    ";"Queensland";"20060105";28;"Cloverdale_store";"213 Valencia Place";"1 (11) 543 535-0184";"Cloverdale                    ";"South Australia"
186;"20060102";"20060103";26;"Rockhampton_store";"2596 Franklin Canyon Road";"1 (11) 543 535-0178";"Rockhampton                   ";"Queensland";"20060106";22;"East Brisbane_store";"8148 W. Lake Dr.";"622-535-0158";"East Brisbane                 ";"Queensland"
187;"20060103";"20060103";21;"Caloundra_store";"7156 Rose Dr.";"550-535-0163";"Caloundra                     ";"Queensland";"20060112";21;"Caloundra_store";"7156 Rose Dr.";"550-535-0163";"Caloundra                     ";"Queensland"
188;"20060104";"20060105";28;"Cloverdale_store";"213 Valencia Place";"1 (11) 543 535-0184";"Cloverdale                    ";"South Australia";"20060109";28;"Cloverdale_store";"213 Valencia Place";"1 (11) 543 535-0184";"Cloverdale                    ";"South Australia"
189;"20060105";"20060106";22;"East Brisbane_store";"8148 W. Lake Dr.";"622-535-0158";"East Brisbane                 ";"Queensland";"20060107";24;"Hawthorne_store";"4499 Valley Crest";"452-535-0188";"Hawthorne                     ";"Queensland"
190;"20060106";"20060106";30;"Perth_store";"6385 Mark Twain";"1 (11) 543 535-0146";"Perth                         ";"South Australia";"20060111";30;"Perth_store";"6385 Mark Twain";"1 (11) 543 535-0146";"Perth                         ";"South Australia"
191;"20060107";"20060107";24;"Hawthorne_store";"4499 Valley Crest";"452-535-0188";"Hawthorne                     ";"Queensland";"20060110";26;"Rockhampton_store";"2596 Franklin Canyon Road";"1 (11) 543 535-0178";"Rockhampton                   ";"Queensland"
192;"20060108";"20060109";32;"Bendigo_store";"6465 Detroit Ave.";"1 (11) 543 535-0195";"Bendigo                       ";"Victoria";"20060113";32;"Bendigo_store";"6465 Detroit Ave.";"1 (11) 543 535-0195";"Bendigo                       ";"Victoria"
193;"20060109";"20060110";26;"Rockhampton_store";"2596 Franklin Canyon Road";"1 (11) 543 535-0178";"Rockhampton                   ";"Queensland";"20060112";28;"Cloverdale_store";"213 Valencia Place";"1 (11) 543 535-0184";"Cloverdale                    ";"South Australia"
194;"20060110";"20060113";9;"Milsons Point_store";"624 Peabody Road";"1 (11) 543 535-0164";"Milsons Point                 ";"New South Wales";"20060112";11;"North Ryde_store";"7800 Corrinne Court";"1 (11) 543 535-0169";"North Ryde                    ";"New South Wales"
195;"20060111";"20060112";28;"Cloverdale_store";"213 Valencia Place";"1 (11) 543 535-0184";"Cloverdale                    ";"South Australia";"20060212";28;"Cloverdale_store";"213 Valencia Place";"1 (11) 543 535-0184";"Cloverdale                    ";"South Australia"
196;"20060112";"20060112";11;"North Ryde_store";"7800 Corrinne Court";"1 (11) 543 535-0169";"North Ryde                    ";"New South Wales";"20060113";12;"North Sydney_store";"1224 Shoenic";"1 (11) 543 535-0117";"North Sydney                  ";"New South Wales"
197;"20060113";"20060113";12;"North Sydney_store";"1224 Shoenic";"1 (11) 543 535-0117";"North Sydney                  ";"New South Wales";"20060121";12;"North Sydney_store";"1224 Shoenic";"1 (11) 543 535-0117";"North Sydney                  ";"New South Wales"
198;"20060114";"20060115";38;"South Melbourne_store";"8915 Woodside Way";"229-535-0112";"South Melbourne               ";"Victoria";"20060122";38;"South Melbourne_store";"8915 Woodside Way";"229-535-0112";"South Melbourne               ";"Victoria"
199;"20060115";"20060115";15;"Silverwater_store";"9011 Tank Drive";"431-535-0156";"Silverwater                   ";"New South Wales";"20060124";15;"Silverwater_store";"9011 Tank Drive";"431-535-0156";"Silverwater                   ";"New South Wales"
200;"20060116";"20060117";40;"Warrnambool_store";"9353 Creekside Dr.";"1 (11) 543 535-0183";"Warrnambool                   ";"Victoria";"20060121";4;"Goulburn_store";"1825 Village Pl.";"1 (11) 543 535-0162";"Goulburn                      ";"New South Wales"
201;"20060117";"20060117";1;"Alexandria_stroe";"3761 N. 14th St";"1 (11) 543 535-0162";"Alexandria                    ";"New South Wales";"20060203";18;"Sydney_store";"7330 Saddlehill Lane";"1 (11) 543 535-0195";"Sydney                        ";"New South Wales"
202;"20060118";"20060119";2;"Coffs Harbour_store";"2243 W St.";"1 (11) 543 535-0110";"Coffs Harbour                 ";"New South Wales";"20060123";11;"North Ryde_store";"7800 Corrinne Court";"1 (11) 543 535-0169";"North Ryde                    ";"New South Wales"
203;"20060119";"20060119";18;"Sydney_store";"7330 Saddlehill Lane";"1 (11) 543 535-0195";"Sydney                        ";"New South Wales";"20060211";12;"North Sydney_store";"1224 Shoenic";"1 (11) 543 535-0117";"North Sydney                  ";"New South Wales"
204;"20060120";"20060121";4;"Goulburn_store";"1825 Village Pl.";"1 (11) 543 535-0162";"Goulburn                      ";"New South Wales";"20060129";13;"Port Macquarie_store";"4785 Scott Street";"717-535-0164";"Port Macquarie                ";"New South Wales"
205;"20060121";"20060121";5;"Lane Cove_store";"7553 Harness Circle";"1 (11) 543 535-0131";"Lane Cove                     ";"New South Wales";"20060127";11;"North Ryde_store";"7800 Corrinne Court";"1 (11) 543 535-0169";"North Ryde                    ";"New South Wales"
206;"20060122";"20060125";6;"Lavender Bay_store";"7305 Humphrey Drive";"1 (11) 543 535-0151";"Lavender Bay                  ";"New South Wales";"20060211";9;"Milsons Point_store";"624 Peabody Road";"1 (11) 543 535-0164";"Milsons Point                 ";"New South Wales"
207;"20060123";"20060123";7;"Malabar_store";"2612 Berry Dr";"1 (11) 543 535-0184";"Malabar                       ";"New South Wales";"20060212";7;"Malabar_store";"2612 Berry Dr";"1 (11) 543 535-0184";"Malabar                       ";"New South Wales"
208;"20060124";"20060124";23;"Gold Coast_store";"1769 Nicholas Drive";"589-535-0185";"Gold Coast                    ";"Queensland";"20060224";38;"South Melbourne_store";"8915 Woodside Way";"229-535-0112";"South Melbourne               ";"Victoria"
209;"20060125";"20060125";9;"Milsons Point_store";"624 Peabody Road";"1 (11) 543 535-0164";"Milsons Point                 ";"New South Wales";"20060202";16;"Springwood_store";"244 Willow Pass Road";"208-535-0142";"Springwood                    ";"New South Wales"
210;"20060126";"20060127";10;"Newcastle_store";"3839 Northgate Road";"1 (11) 543 535-0110";"Newcastle                     ";"New South Wales";"20060211";10;"Newcastle_store";"3839 Northgate Road";"1 (11) 543 535-0110";"Newcastle                     ";"New South Wales"
211;"20060127";"20060127";11;"North Ryde_store";"7800 Corrinne Court";"1 (11) 543 535-0169";"North Ryde                    ";"New South Wales";"20060211";14;"Rhodes_store";"7902 Hudson Ave.";"817-535-0185";"Rhodes                        ";"New South Wales"
212;"20060128";"20060128";12;"North Sydney_store";"1224 Shoenic";"1 (11) 543 535-0117";"North Sydney                  ";"New South Wales";"20060224";39;"Sunbury_store";"8357 Sandy Cove Lane";"1 (11) 543 535-0114";"Sunbury                       ";"Victoria"
213;"20060129";"20060129";13;"Port Macquarie_store";"4785 Scott Street";"717-535-0164";"Port Macquarie                ";"New South Wales";"20060214";14;"Rhodes_store";"7902 Hudson Ave.";"817-535-0185";"Rhodes                        ";"New South Wales"
214;"20060130";"20060130";14;"Rhodes_store";"7902 Hudson Ave.";"817-535-0185";"Rhodes                        ";"New South Wales";"20060218";32;"Bendigo_store";"6465 Detroit Ave.";"1 (11) 543 535-0195";"Bendigo                       ";"Victoria"
215;"20060131";"20060131";9;"Milsons Point_store";"624 Peabody Road";"1 (11) 543 535-0164";"Milsons Point                 ";"New South Wales";"20060220";28;"Cloverdale_store";"213 Valencia Place";"1 (11) 543 535-0184";"Cloverdale                    ";"South Australia"
216;"20060201";"20060202";16;"Springwood_store";"244 Willow Pass Road";"208-535-0142";"Springwood                    ";"New South Wales";"20060218";24;"Hawthorne_store";"4499 Valley Crest";"452-535-0188";"Hawthorne                     ";"Queensland"
217;"20060202";"20060202";17;"St. Leonards_store";"9666 Northridge Ct.";"135-535-0171";"St. Leonards                  ";"New South Wales";"20060210";17;"St. Leonards_store";"9666 Northridge Ct.";"135-535-0171";"St. Leonards                  ";"New South Wales"
218;"20060203";"20060203";18;"Sydney_store";"7330 Saddlehill Lane";"1 (11) 543 535-0195";"Sydney                        ";"New South Wales";"20060216";31;"Hobart_store";"636 Vine Hill Way";"1 (11) 543 535-0182";"Hobart                        ";"Tasmania"
219;"20060204";"20060204";31;"Hobart_store";"636 Vine Hill Way";"1 (11) 543 535-0182";"Hobart                        ";"Tasmania";"20060225";31;"Hobart_store";"636 Vine Hill Way";"1 (11) 543 535-0182";"Hobart                        ";"Tasmania"
220;"20060205";"20060206";20;"Brisbane_store";"7832 Landing Dr";"262-535-0112";"Brisbane                      ";"Queensland";"20060210";20;"Brisbane_store";"7832 Landing Dr";"262-535-0112";"Brisbane                      ";"Queensland"
221;"20060206";"20060206";15;"Silverwater_store";"9011 Tank Drive";"431-535-0156";"Silverwater                   ";"New South Wales";"20060227";15;"Silverwater_store";"9011 Tank Drive";"431-535-0156";"Silverwater                   ";"New South Wales"
222;"20060207";"20060208";22;"East Brisbane_store";"8148 W. Lake Dr.";"622-535-0158";"East Brisbane                 ";"Queensland";"20060212";22;"East Brisbane_store";"8148 W. Lake Dr.";"622-535-0158";"East Brisbane                 ";"Queensland"
223;"20060208";"20060208";23;"Gold Coast_store";"1769 Nicholas Drive";"589-535-0185";"Gold Coast                    ";"Queensland";"20060217";23;"Gold Coast_store";"1769 Nicholas Drive";"589-535-0185";"Gold Coast                    ";"Queensland"
224;"20060209";"20060212";24;"Hawthorne_store";"4499 Valley Crest";"452-535-0188";"Hawthorne                     ";"Queensland";"20060310";29;"Findon_store";"9111 Rose Ann Ave";"1 (11) 543 535-0116";"Findon                        ";"South Australia"
225;"20060210";"20060210";19;"Wollongong_store";"244 Rivewview";"1 (11) 543 535-0137";"Wollongong                    ";"New South Wales";"20060218";19;"Wollongong_store";"244 Rivewview";"1 (11) 543 535-0137";"Wollongong                    ";"New South Wales"
226;"20060211";"20060211";15;"Silverwater_store";"9011 Tank Drive";"431-535-0156";"Silverwater                   ";"New South Wales";"20060312";15;"Silverwater_store";"9011 Tank Drive";"431-535-0156";"Silverwater                   ";"New South Wales"
227;"20060212";"20060212";27;"Townsville_store";"8211 Leeds Ct.";"1 (11) 543 535-0131";"Townsville                    ";"Queensland";"20060221";27;"Townsville_store";"8211 Leeds Ct.";"1 (11) 543 535-0131";"Townsville                    ";"Queensland"
228;"20060213";"20060214";28;"Cloverdale_store";"213 Valencia Place";"1 (11) 543 535-0184";"Cloverdale                    ";"South Australia";"20060222";28;"Cloverdale_store";"213 Valencia Place";"1 (11) 543 535-0184";"Cloverdale                    ";"South Australia"
229;"20060214";"20060214";29;"Findon_store";"9111 Rose Ann Ave";"1 (11) 543 535-0116";"Findon                        ";"South Australia";"20060219";11;"North Ryde_store";"7800 Corrinne Court";"1 (11) 543 535-0169";"North Ryde                    ";"New South Wales"
230;"20060215";"20060218";19;"Wollongong_store";"244 Rivewview";"1 (11) 543 535-0137";"Wollongong                    ";"New South Wales";"20060316";19;"Wollongong_store";"244 Rivewview";"1 (11) 543 535-0137";"Wollongong                    ";"New South Wales"
231;"20060216";"20060216";31;"Hobart_store";"636 Vine Hill Way";"1 (11) 543 535-0182";"Hobart                        ";"Tasmania";"20060221";31;"Hobart_store";"636 Vine Hill Way";"1 (11) 543 535-0182";"Hobart                        ";"Tasmania"
232;"20060217";"20060218";32;"Bendigo_store";"6465 Detroit Ave.";"1 (11) 543 535-0195";"Bendigo                       ";"Victoria";"20060225";10;"Newcastle_store";"3839 Northgate Road";"1 (11) 543 535-0110";"Newcastle                     ";"New South Wales"
233;"20060218";"20060218";24;"Hawthorne_store";"4499 Valley Crest";"452-535-0188";"Hawthorne                     ";"Queensland";"20060220";35;"Melbourne_store";"5167 Condor Place";"1 (11) 543 535-0136";"Melbourne                     ";"Victoria"
234;"20060219";"20060220";28;"Cloverdale_store";"213 Valencia Place";"1 (11) 543 535-0184";"Cloverdale                    ";"South Australia";"20060222";31;"Hobart_store";"636 Vine Hill Way";"1 (11) 543 535-0182";"Hobart                        ";"Tasmania"
